Sample	Type	AneuploidyScore(AS)	AS_del	AS_amp	Genome_doublings	Leuk	Purity	Stroma	Stroma_notLeukocyte
TCGA-HB-A3L4-01	SARC	5	3	2	0	0.027809399	0.98	0.02	-0.007809399
TCGA-HB-A3YV-01	SARC	13	13	0	1	0.036527993	0.88	0.12	0.083472007
TCGA-HB-A43Z-01	SARC	17	12	5	1	0.038369687	0.92	0.08	0.041630313
TCGA-HB-A5W3-01	SARC	6	6	0	0	0.111941463	0.86	0.14	0.028058537
TCGA-HS-A5N7-01	SARC	9	9	0	0	0.116251081	0.82	0.18	0.063748919
TCGA-HS-A5N8-01	SARC	15	9	6	1	0.134852045	0.74	0.26	0.125147955
TCGA-IE-A3OV-01	SARC	17	6	11	1	0.110456077	0.78	0.22	0.109543923
TCGA-IE-A4EH-01	SARC	7	5	2	0	0.023659118	0.92	0.08	0.056340882
TCGA-IE-A4EI-01	SARC	17	2	15	1	0.021099608	0.93	0.07	0.048900392
TCGA-IE-A4EJ-01	SARC	20	12	8	1	0.321220318	0.55	0.45	0.128779682
TCGA-IE-A4EK-01	SARC	2	2	0	0	0.016589262	0.96	0.04	0.023410738
TCGA-IE-A6BZ-01	SARC	25	14	11	1	0.053071063	0.9	0.1	0.046928937
TCGA-IF-A4AJ-01	SARC	25	13	12	1	0.177817228	0.7	0.3	0.122182772
TCGA-IS-A3K6-01	SARC	1	1	0	0	0.10346924	0.86	0.14	0.03653076
TCGA-IS-A3K7-01	SARC	15	15	0	0	0.287675669	0.73	0.27	-0.017675669
TCGA-IS-A3K8-01	SARC	3	3	0	0	0.063774794	0.85	0.15	0.086225206
TCGA-IS-A3KA-01	SARC	16	3	13	1	0.282266349	0.63	0.37	0.087733651
TCGA-IW-A3M4-01	SARC	6	6	0	0	0.037066386	0.93	0.07	0.032933614
TCGA-IW-A3M5-01	SARC	20	9	11	1	0.102633913	0.86	0.14	0.037366087
TCGA-IW-A3M6-01	SARC	8	7	1	0	0.177302011	0.75	0.25	0.072697989
TCGA-JV-A5VE-01	SARC	8	7	1	0	0.181689689	0.83	0.17	-0.011689689
TCGA-JV-A5VF-01	SARC	22	14	8	1	0.123797989	0.81	0.19	0.066202011
TCGA-JV-A75J-01	SARC	6	4	2	0	0.037462756	0.99	0.01	-0.027462756
TCGA-K1-A3PN-01	SARC	3	3	0	0	0.040882219	0.95	0.05	0.009117781
TCGA-K1-A3PN-02	SARC	6	5	1	0	0.03544776	0.94	0.06	0.02455224
TCGA-K1-A3PO-01	SARC	1	1	0	0	0.416468319	0.39	0.61	0.193531681
TCGA-K1-A42W-01	SARC	22	15	7	1	0.166590305	0.71	0.29	0.123409695
TCGA-K1-A42X-01	SARC	4	3	1	0	0.013135379	0.97	0.03	0.016864621
TCGA-K1-A42X-02	SARC	4	3	1	0	0.021018155	0.96	0.04	0.018981845
TCGA-K1-A6RU-01	SARC	13	11	2	1	0.281368841	0.51	0.49	0.208631159
TCGA-K1-A6RV-01	SARC	16	10	6	1	0.251710122	0.71	0.29	0.038289878
TCGA-KD-A5QS-01	SARC	14	6	8	1	0.093669871	0.81	0.19	0.096330129
TCGA-KD-A5QT-01	SARC	4	2	2	0	0.021001215	0.96	0.04	0.018998785
TCGA-KD-A5QU-01	SARC	16	16	0	0	0.047840374	0.93	0.07	0.022159626
TCGA-KF-A41W-01	SARC	21	17	4	1	0.17949164	0.58	0.42	0.24050836
TCGA-LI-A67I-01	SARC	13	1	12	1	0.178972374	0.77	0.23	0.051027626
TCGA-LI-A9QH-01	SARC	15	8	7	1	0.044219966	0.91	0.09	0.045780034
TCGA-MB-A5Y8-01	SARC	14	13	1	0	0.280928484	0.77	0.23	-0.050928484
TCGA-MB-A5Y9-01	SARC	9	1	8	0	0.707843029	0.21	0.79	0.082156971
TCGA-MB-A5YA-01	SARC	2	2	0	0	0.057638339	0.89	0.11	0.052361661
TCGA-MB-A8JK-01	SARC	16	8	8	1	0.21152876	0.64	0.36	0.14847124
TCGA-MB-A8JL-01	SARC	7	5	2	0	0.116788315	0.86	0.14	0.023211685
TCGA-MJ-A68H-01	SARC	19	7	12	1	0.055867977	0.84	0.16	0.104132023
TCGA-MJ-A68J-01	SARC	2	0	2	0	0.271848074	0.66	0.34	0.068151926
TCGA-MJ-A850-01	SARC	0	0	0	0	0.078151403	0.29	0.71	0.631848597
TCGA-MO-A47P-01	SARC	0	0	0	0	0.261722211	0.5	0.5	0.238277789
TCGA-MO-A47R-01	SARC	24	9	15	1	0.045007862	0.93	0.07	0.024992138
TCGA-N1-A6IA-01	SARC	20	7	13	1	0.091763625	0.67	0.33	0.238236375
TCGA-PC-A5DK-01	SARC	2	2	0	0	0.150137966	0.85	0.15	-0.000137966
TCGA-PC-A5DL-01	SARC	23	8	15	1	0.111026523	0.84	0.16	0.048973477
TCGA-PC-A5DN-01	SARC	1	0	1	0	0.26079833	0.61	0.39	0.12920167
TCGA-PC-A5DO-01	SARC	6	6	0	0	0.059000744	0.94	0.06	0.000999256
TCGA-QC-A6FX-01	SARC	9	3	6	1	0.302179848	0.7	0.3	-0.002179848
TCGA-QC-A7B5-01	SARC	14	13	1	1	0.31884384	0.51	0.49	0.17115616
TCGA-QC-AA9N-01	SARC	6	6	0	0	0.295579695	0.75	0.25	-0.045579695
TCGA-QQ-A5V2-01	SARC	0	0	0	0	0.398714217	0.4	0.6	0.201285783
TCGA-QQ-A5V9-01	SARC	28	20	8	2	0.339413995	0.48	0.52	0.180586005
TCGA-QQ-A5VA-01	SARC	7	1	6	1	0.556677601	0.33	0.67	0.113322399
TCGA-QQ-A5VB-01	SARC	18	8	10	2	0.407648089	0.45	0.55	0.142351911
TCGA-QQ-A5VC-01	SARC	21	19	2	1	0.097375972	0.88	0.12	0.022624028
TCGA-QQ-A5VD-01	SARC	4	4	0	0	0.270002738	0.42	0.58	0.309997262
TCGA-QQ-A8VB-01	SARC	20	15	5	1	0.029706271	0.91	0.09	0.060293729
TCGA-QQ-A8VD-01	SARC	0	0	0	0	0.091166088	0.93	0.07	-0.021166088
TCGA-QQ-A8VF-01	SARC	31	23	8	1	0.155804698	0.79	0.21	0.054195302
TCGA-QQ-A8VG-01	SARC	1	1	0	0	0.504974072	0.37	0.63	0.125025928
TCGA-QQ-A8VH-01	SARC	5	5	0	0	0.088000802	0.91	0.09	0.001999198
TCGA-RN-A68Q-01	SARC	0	0	0	0	0.396478277	1	0	-0.396478277
TCGA-RN-AAAQ-01	SARC	27	12	15	1	0.35896333	0.58	0.42	0.06103667
TCGA-SG-A6Z4-01	SARC	19	9	10	1	0.087891265	0.81	0.19	0.102108735
TCGA-SG-A6Z7-01	SARC	20	18	2	1	0.064125786	0.93	0.07	0.005874214
TCGA-SG-A849-01	SARC	23	16	7	1	0.539626998	0.3	0.7	0.160373002
TCGA-SI-A71O-01	SARC	7	7	0	0	0.088167333	0.94	0.06	-0.028167333
TCGA-SI-A71O-06	SARC	7	7	0	0	0.44809948	0.46	0.54	0.09190052
TCGA-SI-A71P-01	SARC	23	7	16	1	0.512810712	0.32	0.68	0.167189288
TCGA-SI-A71Q-01	SARC	20	8	12	1	0.045757484	0.93	0.07	0.024242516
TCGA-SI-AA8B-01	SARC	20	13	7	1	0.091333545	0.88	0.12	0.028666455
TCGA-SI-AA8C-01	SARC	6	6	0	0	0.089768189	0.87	0.13	0.040231811
TCGA-UE-A6QT-01	SARC	8	0	8	1	0.623205472	0.24	0.76	0.136794528
TCGA-UE-A6QU-01	SARC	15	12	3	1	0.52830841	0.36	0.64	0.11169159
TCGA-VT-A80G-01	SARC	14	9	5	1	0.115504409	0.86	0.14	0.024495591
TCGA-VT-A80J-01	SARC	13	13	0	0	0.531419916	0.37	0.63	0.098580084
TCGA-VT-A80J-02	SARC	15	11	4	1	0.152549995	0.8	0.2	0.047450005
TCGA-VT-AB3D-01	SARC	6	4	2	0	0.642686902	0.29	0.71	0.067313098
TCGA-WK-A8XO-01	SARC	7	6	1	0	0.280410624	0.58	0.42	0.139589376
TCGA-WK-A8XS-01	SARC	23	10	13	1	0.046326141	0.84	0.16	0.113673859
TCGA-WK-A8XT-01	SARC	2	2	0	0	0.036868399	0.85	0.15	0.113131601
TCGA-WK-A8XX-01	SARC	19	4	15	1	0.109302033	0.75	0.25	0.140697967
TCGA-WK-A8XY-01	SARC	11	11	0	0	0.032361967	0.93	0.07	0.037638033
TCGA-WK-A8Y0-01	SARC	28	11	17	1	0.266692716	0.61	0.39	0.123307284
TCGA-WP-A9GB-01	SARC	17	6	11	1	0.011087868	0.97	0.03	0.018912132
TCGA-X2-A95T-01	SARC	6	4	2	0	0.027784725	0.95	0.05	0.022215275
TCGA-X6-A7W8-01	SARC	11	11	0	1	0.25895576	0.67	0.33	0.07104424
TCGA-X6-A7WA-01	SARC	3	2	1	0	0.150923721	0.81	0.19	0.039076279
TCGA-X6-A7WB-01	SARC	11	9	2	0	0.027041155	0.96	0.04	0.012958845
TCGA-X6-A7WC-01	SARC	13	6	7	1	0.240248649	0.66	0.34	0.099751351
TCGA-X6-A7WD-01	SARC	1	1	0	0	0.084054124	0.87	0.13	0.045945876
TCGA-X6-A8C2-01	SARC	16	11	5	1	0.150238102	0.79	0.21	0.059761898
TCGA-X6-A8C3-01	SARC	18	3	15	1	0.337058768	0.53	0.47	0.132941232
TCGA-X6-A8C4-01	SARC	17	11	6	1	0.076545541	0.92	0.08	0.003454459
TCGA-X6-A8C5-01	SARC	4	4	0	0	0.213245771	0.77	0.23	0.016754229
TCGA-X6-A8C6-01	SARC	21	10	11	2	0.335012987	0.35	0.65	0.314987013
TCGA-X6-A8C7-01	SARC	1	1	0	0	0.046274017	0.97	0.03	-0.016274017
TCGA-X9-A971-01	SARC	7	6	1	0	0.031430314	0.93	0.07	0.038569686
TCGA-X9-A973-01	SARC	6	0	6	1	0.359943916	0.68	0.32	-0.039943916
TCGA-Z4-A8JB-01	SARC	0	0	0	0	0.17407708	0.51	0.49	0.31592292
TCGA-Z4-A9VC-01	SARC	0	0	0	0	0.122589455	0.67	0.33	0.207410545
TCGA-Z4-AAPF-01	SARC	11	1	10	0	0.052403472	0.88	0.12	0.067596528
TCGA-Z4-AAPG-01	SARC	18	9	9	1	0.13070362	0.8	0.2	0.06929638
TCGA-2V-A95S-01	LIHC	4	1	3	0	0.459096683	0.44	0.56	0.100903317
TCGA-2Y-A9GS-01	LIHC	10	10	0	0	0.230591607	0.71	0.29	0.059408393
TCGA-2Y-A9GT-01	LIHC	1	1	0	0	0.398270258	0.55	0.45	0.051729742
TCGA-2Y-A9GU-01	LIHC	11	4	7	1	0.073854829	0.76	0.24	0.166145171
TCGA-2Y-A9GV-01	LIHC	2	1	1	0	0.310645239	0.64	0.36	0.049354761
TCGA-2Y-A9GW-01	LIHC	7	1	6	0	0.36114124	0.48	0.52	0.15885876
TCGA-2Y-A9GX-01	LIHC	3	2	1	0	0.474728459	0.27	0.73	0.255271541
TCGA-2Y-A9GY-01	LIHC	27	8	19	1	0.345356693	0.52	0.48	0.134643307
TCGA-2Y-A9GZ-01	LIHC	16	2	14	1	0.06679789	0.78	0.22	0.15320211
TCGA-2Y-A9H0-01	LIHC	8	4	4	0	0.148232553	0.86	0.14	-0.008232553
TCGA-2Y-A9H1-01	LIHC	5	1	4	0	0.262583032	0.73	0.27	0.007416968
TCGA-2Y-A9H2-01	LIHC	25	12	13	2	0.219037601	0.54	0.46	0.240962399
TCGA-2Y-A9H3-01	LIHC	21	16	5	1	0.405731976	0.35	0.65	0.244268024
TCGA-2Y-A9H4-01	LIHC	5	3	2	0	0.167314136	0.81	0.19	0.022685864
TCGA-2Y-A9H5-01	LIHC	7	4	3	0	0.15892532	0.74	0.26	0.10107468
TCGA-2Y-A9H6-01	LIHC	6	5	1	0	0.205768245	0.67	0.33	0.124231755
TCGA-2Y-A9H7-01	LIHC	5	3	2	0	0.144505352	0.85	0.15	0.005494648
TCGA-2Y-A9H8-01	LIHC	15	7	8	1	0.203848352	0.66	0.34	0.136151648
TCGA-2Y-A9H9-01	LIHC	3	1	2	0	0.068775254	0.88	0.12	0.051224746
TCGA-2Y-A9HA-01	LIHC	5	4	1	0	0.144464625	0.79	0.21	0.065535375
TCGA-2Y-A9HB-01	LIHC	7	3	4	0	0.257983414	0.69	0.31	0.052016586
TCGA-3K-AAZ8-01	LIHC	20	17	3	1	0.180920241	0.7	0.3	0.119079759
TCGA-4R-AA8I-01	LIHC	1	1	0	0	0.124698194	0.85	0.15	0.025301806
TCGA-5C-A9VG-01	LIHC	21	15	6	1	0.194513756	0.46	0.54	0.345486244
TCGA-5C-A9VH-01	LIHC	6	4	2	0	0.090842049	0.8	0.2	0.109157951
TCGA-5C-AAPD-01	LIHC	12	9	3	0	0.349473911	0.58	0.42	0.070526089
TCGA-5R-AA1C-01	LIHC	11	2	9	0	0.106870914	0.85	0.15	0.043129086
TCGA-5R-AA1D-01	LIHC	4	2	2	0	0.236969027	0.35	0.65	0.413030973
TCGA-5R-AAAM-01	LIHC	4	3	1	0	0.263438462	0.6	0.4	0.136561538
TCGA-BC-4073-01	LIHC	1	1	0	0	0.434792805	0.55	0.45	0.015207195
TCGA-BC-A10Q-01	LIHC	22	8	14	2	0.081907207	0.72	0.28	0.198092793
TCGA-BC-A10R-01	LIHC	22	8	14	1	0.112010523	0.6	0.4	0.287989477
TCGA-BC-A10S-01	LIHC	8	7	1	1	0.22634967	0.22	0.78	0.55365033
TCGA-BC-A10T-01	LIHC	3	2	1	0	0.15666701	0.7	0.3	0.14333299
TCGA-BC-A10U-01	LIHC	9	4	5	0	0.12315494	0.86	0.14	0.01684506
TCGA-BC-A10W-01	LIHC	4	1	3	0	0.190769586	0.73	0.27	0.079230414
TCGA-BC-A10X-01	LIHC	0	0	0	0	0.301601957	0.5	0.5	0.198398043
TCGA-BC-A10Y-01	LIHC	2	2	0	0	0.071146717	0.92	0.08	0.008853283
TCGA-BC-A10Z-01	LIHC	2	1	1	0	0.022336717	0.95	0.05	0.027663283
TCGA-BC-A110-01	LIHC	0	0	0	0	0.330773768	0.67	0.33	-0.000773768
TCGA-BC-A112-01	LIHC	23	18	5	1	0.140103971	0.6	0.4	0.259896029
TCGA-BC-A216-01	LIHC	5	3	2	0	0.168912273	0.84	0.16	-0.008912273
TCGA-BC-A217-01	LIHC	23	5	18	1	0.080023226	0.92	0.08	-2.32E-05
TCGA-BC-A3KF-01	LIHC	7	5	2	0	0.095041976	0.83	0.17	0.074958024
TCGA-BC-A3KG-01	LIHC	7	5	2	0	0.035299381	0.95	0.05	0.014700619
TCGA-BC-A5W4-01	LIHC	16	13	3	1	0.03030622	0.93	0.07	0.03969378
TCGA-BC-A69H-01	LIHC	18	11	7	2	0.155697912	0.66	0.34	0.184302088
TCGA-BC-A69I-01	LIHC	5	2	3	0	0.097681348	0.79	0.21	0.112318652
TCGA-BC-A8YO-01	LIHC	3	3	0	0	0.105646645	0.86	0.14	0.034353355
TCGA-BD-A2L6-01	LIHC	6	2	4	0	0.10252715	0.86	0.14	0.03747285
TCGA-BD-A3EP-01	LIHC	25	9	16	2	0.421426995	0.26	0.74	0.318573005
TCGA-BW-A5NO-01	LIHC	21	7	14	2	0.126662267	0.71	0.29	0.163337733
TCGA-BW-A5NQ-01	LIHC	34	18	16	2	0.373025868	0.37	0.63	0.256974132
TCGA-CC-5258-01	LIHC	11	10	1	1	0.268179985	0.54	0.46	0.191820015
TCGA-CC-5260-01	LIHC	7	5	2	0	0.235585316	0.61	0.39	0.154414684
TCGA-CC-5261-01	LIHC	15	7	8	1	0.283040301	0.49	0.51	0.226959699
TCGA-CC-5262-01	LIHC	5	4	1	0	0.444294052	0.39	0.61	0.165705948
TCGA-CC-5263-01	LIHC	8	3	5	0	0.249697529	0.77	0.23	-0.019697529
TCGA-CC-5264-01	LIHC	24	9	15	1	0.08639858	0.84	0.16	0.07360142
TCGA-CC-A1HT-01	LIHC	14	12	2	1	0.668101555	0.21	0.79	0.121898445
TCGA-CC-A3M9-01	LIHC	23	14	9	1	0.964200124	0.3	0.7	-0.264200124
TCGA-CC-A3MA-01	LIHC	8	6	2	0	0.097922812	0.81	0.19	0.092077188
TCGA-CC-A3MB-01	LIHC	20	10	10	2	0.08508951	0.59	0.41	0.32491049
TCGA-CC-A3MC-01	LIHC	6	1	5	0	0.209279834	0.64	0.36	0.150720166
TCGA-CC-A5UC-01	LIHC	19	5	14	1	0.349917918	0.29	0.71	0.360082082
TCGA-CC-A5UD-01	LIHC	19	17	2	1	0.070806772	0.85	0.15	0.079193228
TCGA-CC-A5UE-01	LIHC	25	7	18	2	0.146059648	0.66	0.34	0.193940352
TCGA-CC-A7IE-01	LIHC	20	18	2	1	0.370068056	0.43	0.57	0.199931944
TCGA-CC-A7IF-01	LIHC	11	8	3	1	0.062309352	0.76	0.24	0.177690648
TCGA-CC-A7IG-01	LIHC	18	7	11	2	0.135696823	0.59	0.41	0.274303177
TCGA-CC-A7IH-01	LIHC	7	1	6	0	0.051392321	0.88	0.12	0.068607679
TCGA-CC-A7II-01	LIHC	27	16	11	2	0.150876033	0.56	0.44	0.289123967
TCGA-CC-A7IJ-01	LIHC	12	12	0	1	0.399919725	0.51	0.49	0.090080275
TCGA-CC-A7IK-01	LIHC	27	14	13	2	0.065031532	0.72	0.28	0.214968468
TCGA-CC-A7IL-01	LIHC	21	15	6	1	0.037948799	0.93	0.07	0.032051201
TCGA-CC-A8HT-01	LIHC	8	5	3	0	0.426438228	0.52	0.48	0.053561772
TCGA-CC-A8HU-01	LIHC	17	7	10	0	0.068809066	0.89	0.11	0.041190934
TCGA-CC-A8HV-01	LIHC	28	9	19	1	0.106067794	0.82	0.18	0.073932206
TCGA-CC-A9FS-01	LIHC	9	7	2	0	0.141179807	0.87	0.13	-0.011179807
TCGA-CC-A9FU-01	LIHC	17	3	14	1	0.088722881	0.86	0.14	0.051277119
TCGA-CC-A9FV-01	LIHC	0	0	0	0	0.574100486	1	0	-0.574100486
TCGA-CC-A9FW-01	LIHC	23	9	14	1	0.22495821	0.69	0.31	0.08504179
TCGA-DD-A113-01	LIHC	23	11	12	2	0.127731928	0.7	0.3	0.172268072
TCGA-DD-A114-01	LIHC	9	8	1	0	0.478813248	0.33	0.67	0.191186752
TCGA-DD-A115-01	LIHC	10	9	1	1	0.150763303	0.66	0.34	0.189236697
TCGA-DD-A116-01	LIHC	9	7	2	0	0.171275863	0.74	0.26	0.088724137
TCGA-DD-A118-01	LIHC	18	7	11	1	0.143601635	0.59	0.41	0.266398365
TCGA-DD-A119-01	LIHC	6	3	3	0	0.150356623	0.75	0.25	0.099643377
TCGA-DD-A11A-01	LIHC	15	11	4	1	0.076401539	0.8	0.2	0.123598461
TCGA-DD-A11B-01	LIHC	9	7	2	0	0.085500377	0.9	0.1	0.014499623
TCGA-DD-A11C-01	LIHC	5	2	3	0	0.08033858	0.88	0.12	0.03966142
TCGA-DD-A11D-01	LIHC	7	1	6	0	0.138325944	0.79	0.21	0.071674056
TCGA-DD-A1E9-01	LIHC	32	28	4	0	0.353842535	0.48	0.52	0.166157465
TCGA-DD-A1EA-01	LIHC	5	1	4	0	0.180670126	0.75	0.25	0.069329874
TCGA-DD-A1EB-01	LIHC	3	1	2	0	0.099418239	0.82	0.18	0.080581761
TCGA-DD-A1EC-01	LIHC	8	0	8	0	0.456539405	0.41	0.59	0.133460595
TCGA-DD-A1ED-01	LIHC	0	0	0	0	0.327251538	0.36	0.64	0.312748462
TCGA-DD-A1EE-01	LIHC	6	2	4	0	0.077109165	0.82	0.18	0.102890835
TCGA-DD-A1EF-01	LIHC	29	19	10	2	0.254788837	0.45	0.55	0.295211163
TCGA-DD-A1EG-01	LIHC	21	14	7	2	0.300816225	0.33	0.67	0.369183775
TCGA-DD-A1EH-01	LIHC	6	4	2	0	0.069814453	0.87	0.13	0.060185547
TCGA-DD-A1EI-01	LIHC	14	12	2	1	0.298821659	0.33	0.67	0.371178341
TCGA-DD-A1EJ-01	LIHC	11	3	8	0	0.157334504	0.75	0.25	0.092665496
TCGA-DD-A1EK-01	LIHC	5	4	1	0	0.173197562	0.81	0.19	0.016802438
TCGA-DD-A1EL-01	LIHC	11	8	3	0	0.191134058	0.82	0.18	-0.011134058
TCGA-DD-A39V-01	LIHC	12	2	10	0	0.237693882	0.7	0.3	0.062306118
TCGA-DD-A39W-01	LIHC	1	0	1	0	0.099685676	0.86	0.14	0.040314324
TCGA-DD-A39X-01	LIHC	1	1	0	0	0.197155607	0.6	0.4	0.202844393
TCGA-DD-A39Y-01	LIHC	26	22	4	0	0.166882211	0.67	0.33	0.163117789
TCGA-DD-A39Z-01	LIHC	9	3	6	0	0.083976007	0.84	0.16	0.076023993
TCGA-DD-A3A0-01	LIHC	5	3	2	0	0.132036684	0.77	0.23	0.097963316
TCGA-DD-A3A1-01	LIHC	8	3	5	0	0.219018788	0.73	0.27	0.050981212
TCGA-DD-A3A2-01	LIHC	2	0	2	0	0.129081978	0.79	0.21	0.080918022
TCGA-DD-A3A3-01	LIHC	8	3	5	0	0.12540677	0.78	0.22	0.09459323
TCGA-DD-A3A4-01	LIHC	2	2	0	0	0.040397379	0.76	0.24	0.199602621
TCGA-DD-A3A5-01	LIHC	6	3	3	0	0.066761534	0.87	0.13	0.063238466
TCGA-DD-A3A6-01	LIHC	1	1	0	0	0.533796861	0.24	0.76	0.226203139
TCGA-DD-A3A7-01	LIHC	29	23	6	0	0.073627978	0.82	0.18	0.106372022
TCGA-DD-A3A8-01	LIHC	5	2	3	0	0.066796707	0.79	0.21	0.143203293
TCGA-DD-A3A9-01	LIHC	21	11	10	2	0.156016909	0.49	0.51	0.353983091
TCGA-DD-A4NA-01	LIHC	13	10	3	1	0.169933193	0.63	0.37	0.200066807
TCGA-DD-A4NB-01	LIHC	0	0	0	0	0.303913701	0.92	0.08	-0.223913701
TCGA-DD-A4ND-01	LIHC	15	3	12	0	0.339768263	0.4	0.6	0.260231737
TCGA-DD-A4NF-01	LIHC	2	0	2	0	0.084976372	1	0	-0.084976372
TCGA-DD-A4NH-01	LIHC	11	8	3	0	0.541362086	0.34	0.66	0.118637914
TCGA-DD-A4NI-01	LIHC	4	0	4	0	0.263852131	0.66	0.34	0.076147869
TCGA-DD-A4NK-01	LIHC	9	2	7	0	0.087857169	0.82	0.18	0.092142831
TCGA-DD-A4NL-01	LIHC	0	0	0	0	0.309514429	0.5	0.5	0.190485571
TCGA-DD-A4NN-01	LIHC	8	3	5	0	0.036968546	0.92	0.08	0.043031454
TCGA-DD-A4NO-01	LIHC	19	14	5	1	0.194926043	0.61	0.39	0.195073957
TCGA-DD-A4NP-01	LIHC	2	0	2	0	0.214508761	0.69	0.31	0.095491239
TCGA-DD-A4NQ-01	LIHC	11	5	6	0	0.50668105	0.41	0.59	0.08331895
TCGA-DD-A4NR-01	LIHC	7	1	6	0	0.54601249	0.35	0.65	0.10398751
TCGA-DD-A4NS-01	LIHC	3	0	3	0	0.372405539	0.2	0.8	0.427594461
TCGA-DD-A4NV-01	LIHC	17	1	16	1	0.205882719	0.54	0.46	0.254117281
TCGA-DD-A73A-01	LIHC	1	1	0	0	0.25631151	0.69	0.31	0.05368849
TCGA-DD-A73B-01	LIHC	7	7	0	0	0.034436224	0.92	0.08	0.045563776
TCGA-DD-A73C-01	LIHC	2	1	1	0	0.185859853	0.7	0.3	0.114140147
TCGA-DD-A73D-01	LIHC	9	1	8	0	0.030079712	0.98	0.02	-0.010079712
TCGA-DD-A73E-01	LIHC	13	5	8	1	0.037964771	0.82	0.18	0.142035229
TCGA-DD-A73F-01	LIHC	1	1	0	0	0.305882591	0.68	0.32	0.014117409
TCGA-DD-A73G-01	LIHC	19	15	4	1	0.182789384	0.58	0.42	0.237210616
TCGA-DD-AA3A-01	LIHC	11	6	5	0	0.098167132	0.82	0.18	0.081832868
TCGA-DD-AAC8-01	LIHC	17	9	8	1	0.096484185	0.81	0.19	0.093515815
TCGA-DD-AAC9-01	LIHC	2	0	2	0	0.288707415	0.55	0.45	0.161292585
TCGA-DD-AACA-01	LIHC	4	1	3	0	0.048469863	0.88	0.12	0.071530137
TCGA-DD-AACB-01	LIHC	18	6	12	1	0.209725789	0.67	0.33	0.120274211
TCGA-DD-AACC-01	LIHC	5	4	1	0	0.579133667	0.31	0.69	0.110866333
TCGA-DD-AACD-01	LIHC	7	3	4	0	0.218553154	0.7	0.3	0.081446846
TCGA-DD-AACE-01	LIHC	21	16	5	1	0.077179408	0.75	0.25	0.172820592
TCGA-DD-AACF-01	LIHC	10	3	7	0	0.092518647	0.9	0.1	0.007481353
TCGA-DD-AACG-01	LIHC	18	14	4	1	0.13593234	0.77	0.23	0.09406766
TCGA-DD-AACH-01	LIHC	6	3	3	0	0.092433211	0.87	0.13	0.037566789
TCGA-DD-AACI-01	LIHC	25	20	5	1	0.286855981	0.5	0.5	0.213144019
TCGA-DD-AACJ-01	LIHC	10	2	8	0	0.067178951	0.9	0.1	0.032821049
TCGA-DD-AACK-01	LIHC	1	0	1	0	0.135730525	0.76	0.24	0.104269475
TCGA-DD-AACL-01	LIHC	6	5	1	0	0.475409355	0.47	0.53	0.054590645
TCGA-DD-AACM-01	LIHC	7	5	2	0	0.241619566	0.66	0.34	0.098380434
TCGA-DD-AACN-01	LIHC	14	10	4	1	0.08719714	0.6	0.4	0.31280286
TCGA-DD-AACO-01	LIHC	10	7	3	1	0.103292789	0.71	0.29	0.186707211
TCGA-DD-AACP-01	LIHC	21	12	9	1	0.11643924	0.84	0.16	0.04356076
TCGA-DD-AACQ-01	LIHC	4	3	1	0	0.061853895	0.94	0.06	-0.001853895
TCGA-DD-AACS-01	LIHC	6	3	3	0	0.033267787	0.93	0.07	0.036732213
TCGA-DD-AACT-01	LIHC	12	0	12	0	0.245672256	0.54	0.46	0.214327744
TCGA-DD-AACU-01	LIHC	25	6	19	1	0.169952447	0.67	0.33	0.160047553
TCGA-DD-AACV-01	LIHC	8	5	3	0	0.027404914	0.99	0.01	-0.017404914
TCGA-DD-AACW-01	LIHC	5	3	2	0	0.08016576	0.9	0.1	0.01983424
TCGA-DD-AACX-01	LIHC	5	3	2	0	0.080933096	0.91	0.09	0.009066904
TCGA-DD-AACY-01	LIHC	6	2	4	0	0.081876392	0.85	0.15	0.068123608
TCGA-DD-AACZ-01	LIHC	23	10	13	1	0.395477094	0.47	0.53	0.134522906
TCGA-DD-AAD0-01	LIHC	4	1	3	0	0.038163299	0.97	0.03	-0.008163299
TCGA-DD-AAD1-01	LIHC	7	3	4	0	0.387719101	0.44	0.56	0.172280899
TCGA-DD-AAD2-01	LIHC	5	1	4	0	0.37458366	0.41	0.59	0.21541634
TCGA-DD-AAD3-01	LIHC	8	5	3	0	0.237721871	0.66	0.34	0.102278129
TCGA-DD-AAD5-01	LIHC	16	11	5	1	0.320784732	0.57	0.43	0.109215268
TCGA-DD-AAD6-01	LIHC	9	6	3	0	0.073616001	0.91	0.09	0.016383999
TCGA-DD-AAD8-01	LIHC	17	15	2	1	0.046659379	0.95	0.05	0.003340621
TCGA-DD-AADA-01	LIHC	8	5	3	1	0.165125761	0.58	0.42	0.254874239
TCGA-DD-AADB-01	LIHC	9	6	3	0	0.351020921	0.64	0.36	0.008979079
TCGA-DD-AADC-01	LIHC	10	6	4	0	0.198483761	0.71	0.29	0.091516239
TCGA-DD-AADD-01	LIHC	16	9	7	2	0.089135916	0.84	0.16	0.070864084
TCGA-DD-AADE-01	LIHC	3	1	2	0	0.125695079	0.75	0.25	0.124304921
TCGA-DD-AADF-01	LIHC	11	3	8	1	0.066148419	0.9	0.1	0.033851581
TCGA-DD-AADG-01	LIHC	6	2	4	0	0.096969891	0.74	0.26	0.163030109
TCGA-DD-AADI-01	LIHC	5	3	2	0	0.220371855	0.74	0.26	0.039628145
