p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.000471293174809	0.00125678179949	GO:0043902	b	4	positive regulation of multi-organism process	348; 920; 940; 972; 7153; 84868	CD74; CD28; CD4; APOE; HAVCR2; TOP2A	198	198
0.000479297069461	0.00175742258802	GO:0043231	c	3	intracellular membrane-bounded organelle	322; 332; 348; 399; 857; 890; 920; 972; 1063; 1601; 1634; 1901; 2078; 2303; 2305; 2313; 2316; 3055; 3569; 3603; 4066; 4208; 4332; 4854; 5138; 5347; 5396; 5450; 5698; 22797; 6280; 6424; 6556; 6608; 6688; 6935; 7040; 7041; 7097; 7099; 7128; 7153; 8061; 8091; 4855; 23213; 8318; 8320; 9212; 9242; 9464; 9787; 9839; 10320; 56917; 114548; 149628; 84525; 84627; 150372; 389136; 54345; 284119; 54796; 55635; 25959; 93649; 653361; 64321	CD74; TGFB1; CAVIN1; FOSL1; PLK1; BIRC5; PYHIN1; CD4; ERG; FOXM1; TNFAIP3; HAND2; DAB2; PDE2A; MSC; IKZF1; CAV1; DCN; IL6; APOE; CCNA2; NLRP3; SLC11A1; SPI1; S1PR1; MEIS3; APBB1; SULF1; SOX17; EOMES; DEPDC1; S100A9; AURKB; DLGAP5; MNDA; TGFB1I1; TOP2A; SOX18; LYL1; TLR4; TFEC; CENPF; FLI1; CDC45; RHOH; VGLL3; HCK; ZEB1; ZEB2; SMO; HOPX; SFRP4; POU2AF1; HMGA2; TLR2; BNC2; IL16; NOTCH3; MEF2C; NOTCH4; NFAM1; ZNF469; KANK2; PSMB9; PRRX1; FLNA; NCF1; FOXC2; MYOCD	11317	10742
0.000486107753591	0.00124681072677	GO:0055017	b	3	cardiac muscle tissue growth	1901; 2303; 4208; 7042	MEF2C; S1PR1; FOXC2; TGFB2	74	73
0.000509278201308	0.00135190213438	GO:0001714	b	4	endodermal cell fate specification	8320; 64321	EOMES; SOX17	7	7
0.000528441522183	0.00106583968034	GO:0044419	b	2	interspecies interaction between organisms	348; 857; 890; 920; 940; 942; 972; 3055; 3383; 3603; 5698; 6280; 7153; 8091	CD74; CD28; CCNA2; PSMB9; HMGA2; IL16; CD86; CD4; APOE; S100A9; ICAM1; HCK; TOP2A; CAV1	1043	1024
0.000537464533687	0.00106597132515	GO:0045730	b	2	respiratory burst	3055; 6556; 653361	HCK; NCF1; SLC11A1	36	32
0.000538734352096	0.00142362380825	GO:0007492	b	4	endoderm development	3689; 8091; 8320; 64321	EOMES; ITGB2; HMGA2; SOX17	76	75
0.00054321306962	0.00282470796202	GO:0038023	m	2	signaling receptor activity	94; 915; 920; 940; 942; 972; 1240; 1901; 3383; 3689; 4854; 6608; 7097; 7099; 4855; 150372; 57413	CD74; SMO; CD28; TLR4; NOTCH4; CMKLR1; S1PR1; ITGB2; CD86; CD4; TMIGD3; NFAM1; ACVRL1; ICAM1; TLR2; NOTCH3; CD3D	1507	1410
0.000543585877077	0.00138367314165	GO:0030030	b	3	cell projection organization	322; 348; 399; 857; 1012; 1901; 2316; 3383; 3569; 3675; 4208; 4854; 5341; 5347; 5396; 6280; 6608; 11178	MEF2C; CDH13; APOE; PLK1; S1PR1; ITGA3; APBB1; SMO; NOTCH3; IL6; RHOH; S100A9; ICAM1; PRRX1; FLNA; LZTS1; PLEK; CAV1	1594	1544
0.000559665959252	0.00109180736313	GO:0007568	b	2	aging	1634; 2305; 3383; 3689; 6688; 8091; 9212	DCN; SPI1; AURKB; HMGA2; ITGB2; FOXM1; ICAM1	293	285
0.000559665959252	0.00147227441533	GO:0031098	b	4	stress-activated protein kinase signaling cascade	2305; 6688; 7042; 7099; 9464; 26585; 653361	TGFB2; GREM1; TLR4; NCF1; SPI1; FOXM1; HAND2	290	285
0.00056610871599	0.00148254479883	GO:0010001	b	4	glial cell differentiation	3569; 6280; 6608; 7040; 7097; 7099	SMO; TGFB1; IL6; S100A9; TLR4; TLR2	206	205
0.000589083197048	0.00153582404945	GO:0033280	b	4	response to vitamin D	920; 3627; 25959	CD4; CXCL10; KANK2	33	33
0.000603510696419	0.00221287255354	GO:0098805	c	2	whole membrane	348; 857; 915; 920; 972; 1012; 1601; 1901; 3055; 3383; 3689; 5138; 6556; 6608; 7097; 7099; 23213; 150372; 284119	CD74; SMO; CDH13; APOE; TLR4; SLC11A1; TLR2; S1PR1; CAVIN1; SULF1; PDE2A; CD4; NFAM1; ITGB2; ICAM1; HCK; DAB2; CD3D; CAV1	1741	1695
0.000619969750868	0.00156623937061	GO:0097435	b	3	supramolecular fiber organization	87; 348; 399; 1901; 2303; 2316; 3055; 3383; 5341; 7042; 26585	ACTN1; APOE; S1PR1; TGFB2; RHOH; ICAM1; HCK; FLNA; PLEK; FOXC2; GREM1	709	688
0.000625095491847	0.00119978005693	GO:0001776	b	2	leukocyte homeostasis	972; 3569; 4208; 7128	CD74; IL6; MEF2C; TNFAIP3	78	78
0.000625095491847	0.00358720732475	GO:0033613	m	4	activating transcription factor binding	4208; 5396; 8320; 9464	MEF2C; PRRX1; EOMES; HAND2	78	78
0.00063383846964	0.00158932631193	GO:1901698	b	3	response to nitrogen compound	348; 857; 890; 1012; 2303; 3383; 3569; 3689; 4208; 5138; 7097; 7099; 7128; 8061	MEF2C; CDH13; APOE; CCNA2; TLR4; TNFAIP3; PDE2A; IL6; ITGB2; FOSL1; ICAM1; TLR2; FOXC2; CAV1	1067	1043
0.000643766421848	0.00160226309438	GO:0010573	b	3	vascular endothelial growth factor production	3569; 7040; 23213	IL6; TGFB1; SULF1	35	34
0.000648033866078	0.00168200790129	GO:0016192	b	4	vesicle-mediated transport	87; 348; 399; 857; 1012; 1601; 2316; 3055; 3689; 4332; 5341; 6280; 6424; 6556; 7040; 7042; 7097; 7099; 11006; 150372; 26585	TGFB1; ACTN1; APOE; LILRB4; SFRP4; SLC11A1; GREM1; CDH13; ITGB2; TLR2; NFAM1; RHOH; S100A9; TLR4; FLNA; MNDA; DAB2; HCK; PLEK; TGFB2; CAV1	2167	1988
0.000659105757442	0.00162837893015	GO:0042133	b	3	neurotransmitter metabolic process	857; 3383; 3689; 7097; 7099	TLR2; ITGB2; TLR4; ICAM1; CAV1	143	139
0.000665495923132	0.00171968858013	GO:0016032	b	4	viral process	348; 857; 890; 920; 940; 942; 972; 3055; 3383; 3603; 5698; 7153; 8091	CD74; CD28; CCNA2; PSMB9; HMGA2; IL16; CD86; CD4; APOE; ICAM1; HCK; TOP2A; CAV1	943	926
0.000676831570707	0.00165996647998	GO:0002158	b	3	osteoclast proliferation	7128; 26585	GREM1; TNFAIP3	8	8
0.000676831570707	0.00173633369899	GO:0098903	b	4	regulation of membrane repolarization during action potential	857; 2316	FLNA; CAV1	8	8
0.000676831570707	0.00358720732475	GO:0005113	m	4	patched binding	857; 6608	SMO; CAV1	8	8
0.000680856878541	0.00173633369899	GO:0032640	b	4	tumor necrosis factor production	3569; 7097; 7099; 7128; 84868	IL6; TLR2; TNFAIP3; TLR4; HAVCR2	143	140
0.000680856878541	0.00173633369899	GO:0016331	b	4	morphogenesis of embryonic epithelium	7040; 7041; 7042; 23213; 26585	TGFB1; TGFB2; GREM1; SULF1; TGFB1I1	141	140
0.000692678615197	0.00130839293982	GO:0048871	b	2	multicellular organismal homeostasis	857; 1240; 1901; 2303; 3569; 6556; 6608; 7099; 7128	SMO; SLC11A1; S1PR1; TNFAIP3; IL6; TLR4; CMKLR1; FOXC2; CAV1	491	484
0.000692678615197	0.0016865218457	GO:0009636	b	3	response to toxic substance	348; 3383; 3569; 6280; 6688; 7097; 7128; 8061; 114548	TLR2; SPI1; NLRP3; TNFAIP3; IL6; APOE; S100A9; ICAM1; FOSL1	501	484
0.000709105129777	0.00180051041648	GO:0000302	b	4	response to reactive oxygen species	348; 890; 3569; 7128; 8061; 653361	NCF1; APOE; CCNA2; TNFAIP3; IL6; FOSL1	219	214
0.000720849532996	0.00174248520206	GO:0060419	b	3	heart growth	1901; 2303; 4208; 7042	MEF2C; S1PR1; FOXC2; TGFB2	82	81
0.000720849532996	0.00182240747736	GO:0030193	b	4	regulation of blood coagulation	348; 857; 5341; 7099	APOE; PLEK; TLR4; CAV1	81	81
0.000754950025266	0.0018044953912	GO:1900046	b	3	regulation of hemostasis	348; 857; 5341; 7099	APOE; PLEK; TLR4; CAV1	82	82
0.000757458699587	0.0018044953912	GO:0046677	b	3	response to antibiotic	3383; 3569; 4208; 6688; 7128; 8061; 114548	MEF2C; SPI1; NLRP3; TNFAIP3; IL6; FOSL1; ICAM1	304	300
0.000762614123662	0.00141798563618	GO:0097242	b	2	amyloid-beta clearance	348; 3689; 93649	APOE; MYOCD; ITGB2	36	36
0.000762614123662	0.00262148605009	GO:0098636	c	2	protein complex involved in cell adhesion	940; 3675; 3689	CD28; ITGA3; ITGB2	36	36
0.000762614123662	0.0018044953912	GO:0043368	b	3	positive T cell selection	915; 972; 3569	CD74; IL6; CD3D	36	36
0.000762614123662	0.00191144484214	GO:1904407	b	4	positive regulation of nitric oxide metabolic process	3383; 3689; 7099	ITGB2; TLR4; ICAM1	36	36
0.000762614123662	0.00191144484214	GO:0002369	b	4	T cell cytokine production	3569; 11006; 114548	IL6; LILRB4; NLRP3	36	36
0.000790175843041	0.00185663694589	GO:0032637	b	3	interleukin-8 production	972; 3569; 7097; 7099	CD74; IL6; TLR2; TLR4	83	83
0.000826919220074	0.00205498223201	GO:0071173	b	4	spindle assembly checkpoint	1063; 5347; 9212	PLK1; CENPF; AURKB	37	37
0.000826919220074	0.00205498223201	GO:0071174	b	4	mitotic spindle checkpoint	1063; 5347; 9212	PLK1; CENPF; AURKB	37	37
0.000835526090454	0.0020675730374	GO:0030182	b	4	neuron differentiation	322; 348; 399; 1901; 2316; 3569; 3675; 4208; 4854; 5396; 6280; 6608; 6935; 7042; 9464; 11178	MEF2C; TGFB2; APOE; S1PR1; ITGA3; APBB1; SMO; NOTCH3; IL6; RHOH; S100A9; HAND2; PRRX1; FLNA; ZEB1; LZTS1	1352	1331
0.000848516440584	0.0019798716947	GO:0071695	b	3	anatomical structure maturation	94; 1901; 4066; 7042; 26585	S1PR1; ACVRL1; LYL1; TGFB2; GREM1	152	147
0.000864085413394	0.0020931958503	GO:0050818	b	4	regulation of coagulation	348; 857; 5341; 7099	APOE; PLEK; TLR4; CAV1	85	85
0.000866948235836	0.00158718215484	GO:0051235	b	2	maintenance of location	348; 857; 920; 2316; 3569; 3627; 6280	IL6; APOE; CD4; S100A9; CXCL10; FLNA; CAV1	314	307
0.000867385951667	0.0020931958503	GO:1903365	b	4	regulation of fear response	348; 4208	MEF2C; APOE	9	9
0.000867385951667	0.0020931958503	GO:2000822	b	4	regulation of behavioral fear response	348; 4208	MEF2C; APOE	9	9
0.000867385951667	0.0020931958503	GO:0003211	b	4	cardiac ventricle formation	4208; 9464	MEF2C; HAND2	9	9
0.000867385951667	0.0020931958503	GO:0043117	b	4	positive regulation of vascular permeability	5138; 7040	TGFB1; PDE2A	9	9
0.000867385951667	0.0020931958503	GO:0048865	b	4	stem cell fate commitment	54345; 64321	SOX18; SOX17	9	9
0.000867385951667	0.00417922322167	GO:0042609	m	4	CD4 receptor binding	972; 3603	CD74; IL16	9	9
0.000878628428009	0.0021116008311	GO:0007160	b	4	cell-matrix adhesion	87; 94; 1012; 3675; 3689; 26585	ACTN1; GREM1; ITGA3; CDH13; ITGB2; ACVRL1	227	223
0.000883965935419	0.00204836244345	GO:0048608	b	3	reproductive structure development	1634; 2316; 3383; 7042; 8061; 23213; 8320; 93649	DCN; TGFB2; SULF1; EOMES; FOSL1; MYOCD; ICAM1; FLNA	405	401
0.000894570142363	0.00161293707487	GO:0010463	b	2	mesenchymal cell proliferation	5396; 6608; 9464	PRRX1; SMO; HAND2	38	38
0.000894570142363	0.00205873676599	GO:0031577	b	3	spindle checkpoint	1063; 5347; 9212	PLK1; CENPF; AURKB	38	38
0.00089587263895	0.00660706071226	GO:0031981	c	4	nuclear lumen	322; 332; 890; 1063; 1601; 1901; 2303; 2305; 2313; 2316; 3603; 4208; 4332; 4854; 5347; 5396; 5698; 22797; 6280; 6688; 6935; 7041; 7153; 8061; 8091; 4855; 8318; 9212; 9242; 9839; 10320; 149628; 284119; 54796; 64321	CAVIN1; FOSL1; PLK1; BIRC5; PYHIN1; FOXM1; DAB2; MSC; SPI1; CCNA2; IKZF1; S1PR1; APBB1; SOX17; S100A9; AURKB; MNDA; TGFB1I1; TOP2A; TFEC; CENPF; FLI1; CDC45; ZEB1; ZEB2; BNC2; HMGA2; IL16; NOTCH3; MEF2C; NOTCH4; PSMB9; PRRX1; FLNA; FOXC2	4461	4267
0.000927469879834	0.0022198459419	GO:0061458	b	4	reproductive system development	1634; 2316; 3383; 7042; 8061; 23213; 8320; 93649	DCN; TGFB2; SULF1; EOMES; FOSL1; MYOCD; ICAM1; FLNA	408	404
0.000942742309042	0.00215483956353	GO:0001708	b	3	cell fate specification	6608; 8320; 54345; 64321	SMO; EOMES; SOX18; SOX17	87	87
0.000965664257838	0.00230182827174	GO:0048666	b	4	neuron development	322; 348; 399; 2316; 3569; 3675; 4208; 4854; 5396; 6280; 6608; 7042; 9464; 11178	MEF2C; TGFB2; APOE; ITGA3; APBB1; SMO; NOTCH3; IL6; RHOH; S100A9; HAND2; PRRX1; FLNA; LZTS1	1107	1089
0.000985434428243	0.00484410927593	GO:0005539	m	3	glycosaminoglycan binding	348; 1634; 3627; 7097; 23213; 114548	DCN; APOE; NLRP3; SULF1; TLR2; CXCL10	236	228
0.000988593729781	0.00484410927593	GO:0042277	m	3	peptide binding	322; 348; 972; 3689; 7042; 7097; 7099	CD74; TGFB2; APOE; APBB1; TLR2; ITGB2; TLR4	330	314
0.00100671739256	0.00178805029424	GO:0051234	b	2	establishment of localization	87; 322; 348; 399; 857; 920; 972; 1012; 1063; 1601; 2316; 3055; 3383; 3569; 3603; 3627; 3689; 4208; 4332; 5008; 5341; 5347; 5698; 6280; 6424; 6556; 6608; 7040; 7042; 7097; 7099; 7128; 9212; 9787; 11006; 150372; 284119; 26585; 653361	CD74; TGFB1; CDH13; PLK1; TGFB2; CD4; GREM1; TNFAIP3; CAVIN1; CXCL10; DAB2; CAV1; MEF2C; APOE; LILRB4; SLC11A1; APBB1; OSM; ICAM1; DLGAP5; MNDA; S100A9; ITGB2; TLR4; CENPF; RHOH; HCK; PLEK; SMO; ACTN1; SFRP4; TLR2; IL16; IL6; NFAM1; PSMB9; AURKB; FLNA; NCF1	5250	4990
0.00103084974194	0.00244722052558	GO:0097305	b	4	response to alcohol	3383; 6608; 6688; 7040; 8061; 114548	TGFB1; SPI1; NLRP3; SMO; FOSL1; ICAM1	232	230
0.00106998813414	0.00242916225049	GO:0071674	b	3	mononuclear cell migration	1240; 3569; 3627; 26585	IL6; CXCL10; GREM1; CMKLR1	96	90
0.00107585190721	0.0025346834331	GO:0051828	b	4	entry into other organism involved in symbiotic interaction	857; 920; 942; 972; 3383	CD4; CD74; CD86; ICAM1; CAV1	155	155
0.00108071262815	0.0025346834331	GO:1904748	b	4	regulation of apoptotic process involved in development	2303; 7042	TGFB2; FOXC2	10	10
0.00108071262815	0.0025346834331	GO:0070391	b	4	response to lipoteichoic acid	7097; 7099	TLR2; TLR4	10	10
0.00117441380279	0.00264834253515	GO:0044403	b	3	symbiont process	348; 857; 890; 920; 940; 942; 972; 3055; 3383; 3603; 5698; 7153; 8091	CD74; CD28; CCNA2; PSMB9; HMGA2; IL16; CD86; CD4; APOE; ICAM1; HCK; TOP2A; CAV1	1002	985
0.00117680873014	0.0027490251936	GO:0045926	b	4	negative regulation of growth	94; 322; 7040; 7042; 26585; 64321	TGFB1; TGFB2; ACVRL1; APBB1; SOX17; GREM1	238	236
0.00120883924843	0.00281259809197	GO:0042136	b	4	neurotransmitter biosynthetic process	857; 3383; 3689; 7099	ITGB2; TLR4; ICAM1; CAV1	96	93
0.00121340238451	0.00417107069675	GO:0044433	c	3	cytoplasmic vesicle part	87; 348; 857; 915; 920; 972; 1601; 3689; 4332; 6280; 6556; 6608; 7040; 7042; 7097; 7099; 150372	CD74; SMO; ACTN1; APOE; SLC11A1; TLR2; TGFB1; CD4; NFAM1; ITGB2; S100A9; TLR4; MNDA; DAB2; CD3D; TGFB2; CAV1	1547	1515
0.00128532179251	0.00287912081522	GO:0061383	b	3	trabecula morphogenesis	1901; 7042; 26585	S1PR1; GREM1; TGFB2	43	43
0.00128532179251	0.00296690880168	GO:0001774	b	4	microglial cell activation	3569; 3689; 7097	IL6; TLR2; ITGB2	44	43
0.00128532179251	0.00296690880168	GO:0002269	b	4	leukocyte activation involved in inflammatory response	3569; 3689; 7097	IL6; TLR2; ITGB2	44	43
0.00129455840416	0.00288060678013	GO:0007596	b	3	blood coagulation	87; 348; 857; 2316; 3569; 5341; 7099	ACTN1; APOE; IL6; TLR4; FLNA; PLEK; CAV1	344	329
0.00131013278705	0.00536761393673	GO:0046982	m	4	protein heterodimerization activity	857; 915; 3675; 4208; 7099; 7153	ITGA3; MEF2C; TLR4; CAV1; CD3D; TOP2A	340	241
0.00131658455052	0.00289132293447	GO:0060009	b	3	Sertoli cell development	2316; 3383	FLNA; ICAM1	11	11
0.00131658455052	0.00289132293447	GO:0003157	b	3	endocardium development	54345; 64321	SOX18; SOX17	11	11
0.00131658455052	0.00302710778544	GO:0045060	b	4	negative thymic T cell selection	940; 972	CD74; CD28	11	11
0.00131658455052	0.00536761393673	GO:0008329	m	4	signaling pattern recognition receptor activity	7097; 7099	TLR2; TLR4	11	11
0.00137441665638	0.00298850421674	GO:0045124	b	3	regulation of bone resorption	1901; 3569; 7128	IL6; S1PR1; TNFAIP3	44	44
0.00138180659649	0.00298850421674	GO:0006887	b	3	exocytosis	87; 2316; 3055; 3689; 4332; 5341; 6280; 6556; 7040; 7042; 7097; 150372	TGFB1; ACTN1; ITGB2; SLC11A1; TGFB2; TLR2; NFAM1; S100A9; HCK; MNDA; FLNA; PLEK	901	879
0.00138751981491	0.0024281596761	GO:0050817	b	2	coagulation	87; 348; 857; 2316; 3569; 5341; 7099	ACTN1; APOE; IL6; TLR4; FLNA; PLEK; CAV1	348	333
0.00138751981491	0.00298850421674	GO:0001666	b	3	response to hypoxia	857; 890; 3383; 5698; 7042; 7097; 93649	TGFB2; CCNA2; ICAM1; TLR2; MYOCD; PSMB9; CAV1	338	333
0.00138751981491	0.00317769243886	GO:1903829	b	4	positive regulation of cellular protein localization	2316; 3675; 3689; 5347; 6608; 7040; 149628	TGFB1; ITGB2; PLK1; ITGA3; PYHIN1; SMO; FLNA	338	333
0.00141267822022	0.004570429536	GO:0043229	c	2	intracellular organelle	87; 322; 332; 348; 399; 857; 890; 915; 920; 942; 972; 1063; 1601; 1634; 1901; 2078; 2303; 2305; 2313; 2316; 3055; 3569; 3603; 3689; 4066; 4208; 4332; 4854; 5138; 5347; 5396; 5450; 5698; 22797; 6280; 6424; 6556; 6608; 6688; 6935; 7040; 7041; 7042; 7097; 7099; 7128; 7153; 8061; 8091; 4855; 23213; 8318; 8320; 9212; 9242; 9464; 9787; 9839; 10320; 56917; 114548; 149628; 84525; 84627; 150372; 84868; 389136; 54345; 284119; 54796; 55635; 25959; 93649; 653361; 64321	CD74; TGFB1; TGFB2; FOSL1; PLK1; BIRC5; PYHIN1; CD4; ERG; FOXM1; TNFAIP3; HAND2; DAB2; PDE2A; MSC; IKZF1; CAV1; DCN; MEF2C; APOE; CCNA2; NLRP3; SLC11A1; SPI1; S1PR1; MEIS3; APBB1; SULF1; CD86; EOMES; CAVIN1; DEPDC1; S100A9; AURKB; DLGAP5; MNDA; TGFB1I1; TOP2A; SOX18; ITGB2; LYL1; TLR4; TFEC; CENPF; FLI1; SOX17; CDC45; RHOH; VGLL3; HCK; ZEB1; ZEB2; SMO; ACTN1; HOPX; SFRP4; POU2AF1; HMGA2; TLR2; BNC2; IL16; NOTCH3; IL6; NOTCH4; NFAM1; ZNF469; KANK2; PSMB9; PRRX1; FLNA; NCF1; CD3D; FOXC2; HAVCR2; MYOCD	13102	12426
0.00143725391035	0.00942199785675	GO:0030659	c	4	cytoplasmic vesicle membrane	348; 857; 915; 920; 972; 1601; 3689; 6556; 6608; 7097; 150372	CD74; SMO; APOE; SLC11A1; TLR2; CD4; NFAM1; ITGB2; DAB2; CD3D; CAV1	783	763
0.00146730257522	0.00333425954835	GO:0060038	b	4	cardiac muscle cell proliferation	2303; 4208; 7042	MEF2C; TGFB2; FOXC2	46	45
0.00146730257522	0.00333425954835	GO:0031648	b	4	protein destabilization	5347; 149628; 64321	PLK1; PYHIN1; SOX17	46	45
0.0014853643884	0.003362220166	GO:0009894	b	4	regulation of catabolic process	348; 857; 1601; 1634; 2316; 3569; 5347; 5698; 6556; 7128; 11178; 149628; 64321	DCN; APOE; SLC11A1; PLK1; PYHIN1; TNFAIP3; SOX17; IL6; PSMB9; FLNA; DAB2; LZTS1; CAV1	1032	1011
0.0015021629018	0.00321481996819	GO:0008104	b	3	protein localization	322; 348; 857; 920; 972; 1063; 1601; 2316; 3569; 3675; 3689; 5341; 5347; 6608; 7040; 7042; 7097; 7099; 7128; 9212; 11006; 149628; 284119; 653361	CD74; TGFB1; TGFB2; PLK1; ITGA3; PYHIN1; SMO; CAVIN1; DAB2; CAV1; TLR2; APOE; APBB1; AURKB; ITGB2; CENPF; LILRB4; PLEK; CD4; TNFAIP3; IL6; TLR4; FLNA; NCF1	2640	2578
0.00152998482953	0.00467495364578	GO:0005615	c	2	extracellular space	87; 348; 942; 944; 972; 1012; 1634; 2316; 3383; 3569; 3603; 3627; 3675; 3689; 4332; 5008; 5698; 6280; 6424; 6608; 7040; 7042; 7128; 23213; 11006; 26585; 27122	CD74; TGFB1; CDH13; ITGA3; TGFB2; SMO; GREM1; TNFAIP3; DCN; APOE; SULF1; CD86; TNFSF8; S100A9; ICAM1; MNDA; OSM; ITGB2; LILRB4; CXCL10; ACTN1; SFRP4; DKK3; IL16; IL6; PSMB9; FLNA	3423	3055
0.00156403846911	0.0069670804533	GO:0015026	m	3	coreceptor activity	920; 940; 942	CD4; CD28; CD86	48	46
0.00157477632486	0.00329961244833	GO:0043383	b	3	negative T cell selection	940; 972	CD74; CD28	12	12
0.00157477632486	0.00329961244833	GO:0003207	b	3	cardiac chamber formation	4208; 9464	MEF2C; HAND2	12	12
0.00157477632486	0.00354651849611	GO:0032490	b	4	detection of molecule of bacterial origin	7097; 7099	TLR2; TLR4	13	12
0.00157892946745	0.00354651849611	GO:1901617	b	4	organic hydroxy compound biosynthetic process	348; 5341; 7042; 9464; 9839; 27122	TGFB2; APOE; DKK3; HAND2; PLEK; ZEB2	251	250
0.00158106429816	0.00329961244833	GO:0002377	b	3	immunoglobulin production	940; 942; 3569; 7040	IL6; TGFB1; CD28; CD86	206	100
0.00158106429816	0.00329961244833	GO:0007569	b	3	cell aging	2305; 3383; 6688; 8091	HMGA2; SPI1; FOXM1; ICAM1	103	100
0.00161580979291	0.00361063777462	GO:0035690	b	4	cellular response to drug	890; 3383; 3569; 4208; 6688; 7128; 8091	MEF2C; SPI1; CCNA2; HMGA2; TNFAIP3; IL6; ICAM1	345	342
0.00161984091943	0.00361063777462	GO:0019932	b	4	second-messenger-mediated signaling	348; 920; 1012; 1240; 1901; 3627; 5138; 5341	CDH13; APOE; PLEK; S1PR1; PDE2A; CD4; CXCL10; CMKLR1	448	441
0.00164288162748	0.00340745819033	GO:0009615	b	3	response to virus	2316; 3569; 3627; 5450; 7128; 8061; 8091	POU2AF1; HMGA2; TNFAIP3; IL6; FOSL1; CXCL10; FLNA	352	343
0.00166227243411	0.00341056825235	GO:0061138	b	3	morphogenesis of a branching epithelium	2303; 6608; 4855; 23213; 26585	SMO; NOTCH4; GREM1; FOXC2; SULF1	171	171
0.00166468212317	0.00341056825235	GO:0002534	b	3	cytokine production involved in inflammatory response	3569; 7099; 11006	IL6; LILRB4; TLR4	48	47
0.00167030612906	0.00370896874287	GO:0036293	b	4	response to decreased oxygen levels	857; 890; 3383; 5698; 7042; 7097; 93649	TGFB2; CCNA2; ICAM1; TLR2; MYOCD; PSMB9; CAV1	350	344
0.00176258915634	0.003899060861	GO:0031532	b	4	actin cytoskeleton reorganization	1901; 2316; 3055; 5341	FLNA; S1PR1; PLEK; HCK	103	103
0.00176648691984	0.00544942719155	GO:0031226	c	3	intrinsic component of plasma membrane	94; 857; 920; 940; 944; 1240; 1901; 3383; 3569; 3675; 3689; 6556; 7097; 7099; 4855; 11006; 57413; 653361	IL6; NCF1; CD28; ICAM1; SLC11A1; NOTCH4; S1PR1; ITGA3; TLR4; ITGB2; CD4; TMIGD3; TNFSF8; ACVRL1; TLR2; CMKLR1; LILRB4; CAV1	1740	1710
0.0017692901993	0.00389911500526	GO:0060688	b	4	regulation of morphogenesis of a branching structure	6608; 23213; 26585	SMO; GREM1; SULF1	48	48
0.00180018926583	0.00544942719155	GO:0012506	c	3	vesicle membrane	348; 857; 915; 920; 972; 1601; 3689; 6556; 6608; 7097; 150372	CD74; SMO; APOE; SLC11A1; TLR2; CD4; NFAM1; ITGB2; DAB2; CD3D; CAV1	805	785
0.0018128292796	0.00369157962392	GO:0031589	b	3	cell-substrate adhesion	87; 94; 1012; 2316; 3675; 3689; 26585	ACTN1; ACVRL1; ITGA3; CDH13; ITGB2; FLNA; GREM1	354	349
0.00185506420246	0.00702274305216	GO:0035325	m	4	Toll-like receptor binding	6280; 7097	TLR2; S100A9	13	13
0.00188755437234	0.00544942719155	GO:0044428	c	3	nuclear part	322; 332; 890; 1063; 1601; 1901; 2303; 2305; 2313; 2316; 3603; 4208; 4332; 4854; 5347; 5396; 5450; 5698; 22797; 6280; 6688; 6935; 7041; 7153; 8061; 8091; 4855; 8318; 9212; 9242; 9839; 10320; 149628; 284119; 54796; 64321	CAVIN1; FOSL1; PLK1; BIRC5; PYHIN1; FOXM1; DAB2; MSC; SPI1; CCNA2; IKZF1; S1PR1; APBB1; SOX17; S100A9; AURKB; MNDA; TGFB1I1; TOP2A; TFEC; CENPF; FLI1; CDC45; ZEB1; ZEB2; POU2AF1; HMGA2; BNC2; IL16; NOTCH3; MEF2C; NOTCH4; PSMB9; PRRX1; FLNA; FOXC2	4830	4615
0.00189134449104	0.00382826354814	GO:1903409	b	3	reactive oxygen species biosynthetic process	857; 3383; 3689; 7099	ITGB2; TLR4; ICAM1; CAV1	111	105
0.00192169249132	0.0113379856988	GO:0005654	c	4	nucleoplasm	322; 332; 890; 1063; 1901; 2303; 2305; 2313; 3603; 4208; 4332; 4854; 5347; 5396; 5698; 22797; 6280; 6688; 6935; 7153; 8061; 8091; 4855; 8318; 9212; 9242; 9839; 10320; 149628; 284119; 54796; 64321	CAVIN1; PLK1; BIRC5; PYHIN1; FOXM1; MSC; FLI1; SPI1; CCNA2; IKZF1; S1PR1; APBB1; SOX17; FOSL1; AURKB; MNDA; S100A9; TOP2A; TFEC; CENPF; HMGA2; CDC45; ZEB1; ZEB2; BNC2; NOTCH4; IL16; NOTCH3; MEF2C; PSMB9; PRRX1; FOXC2	4103	3930
0.00194285380868	0.00426551362507	GO:0048285	b	4	organelle fission	940; 1063; 1634; 2316; 5347; 7153; 9212; 9787	DCN; CD28; PLK1; CENPF; AURKB; DLGAP5; FLNA; TOP2A	473	454
0.00195810419637	0.00428289457184	GO:0018958	b	4	phenol-containing compound metabolic process	3689; 7042; 9464; 9839	TGFB2; ITGB2; HAND2; ZEB2	106	106
0.00198160988784	0.00544942719155	GO:0030662	c	3	coated vesicle membrane	348; 915; 920; 972; 1601	CD4; CD74; APOE; CD3D; DAB2	184	178
0.00198160988784	0.00431813497946	GO:0007219	b	4	Notch signaling pathway	2303; 4854; 7042; 4855; 9787	NOTCH4; TGFB2; DLGAP5; FOXC2; NOTCH3	183	178
